         150 2727.77
        1918
0 0
  1             58            -75             50
  2             80            -76             50
  3             79            -80            170
  4             64            -66            297
  5             61            -65              9
  6             73            -71            630
  7             63            -76            179
  8             57            -69            179
  9             64            -76            216
 10             64            -81              4
 11             78            -69              9
 12             20              2            154
 13             14              0            117
 14              7             -9             63
 15              9             18            436
 16             17             -5            905
 17             14             -6             14
 18             20              8              3
 19             20             15             10
 20              9              6            166
 21             19             12            211
 22              8             -2              8
 23              9             15             25
 24             24              5            139
 25             14             16            213
 26             -2              0            758
 27             20             11            429
 28              7             -2              5
 29           -101            -25            136
 30            -94            -26            501
 31            -99            -22             93
 32           -112            -20             21
 33            -95            -19            169
 34           -112            -27             22
 35           -102            -15              3
 36            -96            -13            271
 37           -110            -17            433
 38           -101            -15              3
 39           -105            -10           1079
 40           -106            -26            233
 41           -109            -26             11
 42           -102            -26             10
 43           -101            -14             78
 44            -99            -12             63
 45            -94            -24              4
 46            -96            -13             59
 47           -100            -16              8
 48           -111            -12             34
 49           -109            -12            234
 50            -66            -12             30
 51            -48            -27             40
 52            -59              3            123
 53            -47             -4              7
 54            -62            -10             33
 55            -72            -11            369
 56            -59             -1             11
 57            -73             -6             23
 58            -62             -3            208
 59            -72            -17              4
 60            -67            -11              8
 61            -69            -25             36
 62            -56              1            504
 63            -66             -6             16
 64            -72             -7            574
 65            -46            -15             19
 66            -45            -18            235
 67            -51            -21            445
 68            -73            -18              6
 69            -61            -15             43
 70            -57             60            210
 71            -46             74            268
 72            -57             67            410
 73            -49             72            124
 74             46            101             11
 75             50            113           1085
 76             54            103              5
 77            -80             28            529
 78            -81             35            107
 79            -85             31            274
 80            -81             29             23
 81            -76             28            156
 82             -8            -53             32
 83            -11            -55            177
 84            -12            -48             16
 85            -10            -57              8
 86             -8            -49             19
 87             -5            -61             52
 88            -14            -57             47
 89            106              6              4
 90             96              6            372
 91             92             23            525
 92            102             13            101
 93             90             24            898
 94             94              6             40
 95            107              5             32
 96            106             -1           1017
 97            102             16            103
 98             90              8            109
 99            113             -1             76
100             88             15           1025
101             87             21             53
102            100              2             22
103            108             16            991
104            114             18              4
105             99             11            147
106             87              4             49
107            110             16            276
108            102             25              7
109             -8            108             78
110             -9            102            389
111            -10            108              4
112             -4            108            388
113             -8            104            135
114             -9            100            233
115             -7            111             74
116             -4            102             51
117            -12            101              4
118            -14            112            216
119            -10            105             85
120             15             -4             37
121             30             -7              6
122             31              8             12
123             15              1             12
124             17              7             45
125             19             -8              3
126             19             -9            122
127             14             -2             46
128             21             -7            132
129             24            -10            464
130             26             10             11
131             20             -6             11
132             23              3             16
133             27             -5            119
134             25              3             60
135             27             -2             14
136             17             -4             13
137             31            -10             90
138             22              2              5
139             28             -3            458
140             -5             13              6
141              1             18              3
142              2             -2             99
143             -9             10             73
144              5             -4             13
145             -1              1             10
146            -11             19              9
147            -12              3            417
148             -3             -3            150
149            -18              4             49
150            -21              1            271
