          75 1291.01
        1122
0 0
  1             -7              9             94
  2             -7              8             12
  3            -15             16             17
  4             -2             13            619
  5              0              3             61
  6             -9              6              3
  7              2              5              4
  8            -13              9             13
  9            -15             10             44
 10            -14              2             12
 11              1              0             35
 12            -40             24            114
 13            -54            -15             29
 14            -43             10             76
 15            -73             -2            106
 16            -76              4            157
 17            -45             31             43
 18            -29             36              4
 19            -78             11             38
 20            -31             25            212
 21            -67             17             42
 22            -31              4             10
 23            -51             10             19
 24            -30             -9            856
 25            -51             24             13
 26            -80            -10             67
 27            -34              4            144
 28            -45             25            310
 29             73             32             85
 30             78             59           1061
 31             58             53            344
 32             57             55             22
 33             20             85             15
 34            -12             81            219
 35             -8             86             44
 36             12             33            370
 37             19             86             74
 38            -11             44             82
 39             -2             67              3
 40             25             76             39
 41            -29             44             54
 42              4             80             22
 43             -2             84            171
 44             -8             54             65
 45            -16             34            405
 46            -14             80             19
 47            -17             32              7
 48             19             39            586
 49            -20             82             15
 50             17             42            149
 51             -4              5            141
 52            -20             25              9
 53            -12             14            261
 54            -11             11              4
 55            -12              4              5
 56             -1             21             21
 57             -1              1             25
 58             -9             21             86
 59              9              3             86
 60              5             14            124
 61             -9             27            123
 62            -20             11             11
 63              0             30             41
 64            -12             15            279
 65             -3             17            149
 66            -58            -60              9
 67            -71            -58             65
 68            -32            -34            155
 69            -59            -37              6
 70            -48            -19             83
 71            -71            -49             11
 72             22             -4            735
 73             13            -10              4
 74             22            -17             56
 75             13             12             26
