         385 24431.44
          65
5332        1525
           1        5166        1480           3
           2        5403        1631           7
           3        5030        1372           7
           4        5469        1830          15
           5        5495        1832           1
           6        5394        1844          23
           7        5403        1868           5
           8        5415        1875           3
           9        5426        1876           3
          10        5440        1885           2
          11        5451        1891           6
          12        5457        1926           1
          13        5365        1877           1
          14        5350        1843           1
          15        5322        1844           2
          16        5342        1861           1
          17        5325        1869           4
          18        5302        1823           8
          19        5284        1862          42
          20        5382        1890           1
          21        5385        1886           1
          22        5376        1887           3
          23        5372        1896           1
          24        5374        1873           1
          25        5377        1863           2
          26        5372        1845           3
          27        5365        1832           4
          28        5365        1822           5
          29        5355        1865           1
          30        5401        1893           1
          31        5456        1933           3
          32        5614        1855          14
          33        5636        1867          13
          34        5610        1913           6
          35        5592        1934           2
          36        5644        1923           2
          37        5694        1892           2
          38        5709        1917           1
          39        5697        1919          24
          40        5725        1953           5
          41        5657        1948           2
          42        5673        1965           2
          43        5683        1971           4
          44        5674        1973           1
          45        5712        1992           1
          46        5651        1974           1
          47        5663        1989           1
          48        5680        2006           6
          49        5114        1669           7
          50        5143        1670          10
          51        5176        1590           2
          52        5222        1620           1
          53        5224        1592           6
          54        5232        1587           1
          55        5214        1635           7
          56        5234        1641           3
          57        5211        1666           3
          58        5190        1739          31
          59        5217        1759           8
          60        5249        1770           2
          61        5254        1761           1
          62        5281        1778           1
          63        5278        1783           1
          64        5301        1784           3
          65        5306        1792           4
          66        5333        1799           3
          67        5342        1796           1
          68        5337        1816           3
          69        5288        1762           3
          70        5306        1748          45
          71        5291        1746           2
          72        5282        1730           1
          73        5264        1739           1
          74        5264        1718           2
          75        5253        1718           4
          76        5240        1730           1
          77        5242        1716           2
          78        5198        1714           4
          79        5225        1689           1
          80        5245        1668           2
          81        5263        1661           1
          82        5259        1632           2
          83        5242        1624           1
          84        5252        1605           2
          85        5245        1583           2
          86        5265        1583           3
          87        5287        1595           4
          88        5271        1614           2
          89        5286        1629          19
          90        5277        1651           1
          91        5310        1588          10
          92        5319        1588           3
          93        5330        1605           6
          94        5360        1595          28
          95        5343        1616           3
          96        5329        1617           2
          97        5355        1636           2
          98        5340        1644           2
          99        5310        1612          12
         100        5302        1629          21
         101        5317        1636           5
         102        5301        1672           7
         103        5270        1678           1
         104        5291        1678          14
         105        5289        1687           7
         106        5296        1718           5
         107        5331        1709           4
         108        5334        1727          20
         109        5357        1749           2
         110        5344        1755           1
         111        5365        1771           2
         112        5379        1773           1
         113        5387        1778           1
         114        5401        1775           1
         115        5411        1790           4
         116        5426        1801           1
         117        5433        1813           1
         118        5391        1811          42
         119        5365        1806           2
         120        5362        1811           4
         121        5388        1740           5
         122        5358        1727           3
         123        5360        1704           2
         124        5301        1688           1
         125        5340        1659           4
         126        5359        1654           4
         127        5384        1658          33
         128        5374        1626           5
         129        5351        1670           1
         130        5360        1678           4
         131        5388        1635           1
         132        5367        1612           7
         133        5387        1676           6
         134        5406        1653           4
         135        5412        1673           1
         136        5388        1610           4
         137        5376        1603           8
         138        5385        1593          17
         139        5417        1613          12
         140        5420        1642           4
         141        5430        1676           1
         142        5435        1666           2
         143        5437        1682           1
         144        5422        1696           3
         145        5394        1708           5
         146        5411        1762           1
         147        5432        1787           3
         148        5436        1768           1
         149        5422        1749           2
         150        5428        1739           1
         151        5415        1724           3
         152        5429        1716           1
         153        5441        1714           7
         154        5443        1751           1
         155        5448        1774           3
         156        5456        1777           1
         157        5472        1790           1
         158        5485        1818           1
         159        5494        1808           2
         160        5488        1802           1
         161        5478        1775           1
         162        5466        1761           1
         163        5466        1753           1
         164        5463        1740           1
         165        5477        1726           4
         166        5451        1735           2
         167        5461        1711           3
         168        5450        1703           1
         169        5475        1679           1
         170        5456        1664           1
         171        5445        1665           1
         172        5466        1673           2
         173        5436        1640           2
         174        5455        1647           2
         175        5480        1657           2
         176        5492        1669           1
         177        5494        1662           1
         178        5490        1636           4
         179        5473        1626           3
         180        5467        1621           4
         181        5466        1593           2
         182        5488        1608           9
         183        5492        1619           6
         184        5473        1582           5
         185        5498        1585           6
         186        5498        1598           2
         187        5184        1614           6
         188        5300        1647           1
         189        5515        1581           1
         190        5504        1632           3
         191        5502        1721           1
         192        5502        1746           1
         193        5518        1675           1
         194        5511        1688          43
         195        5519        1729           1
         196        5512        1736           1
         197        5519        1778           3
         198        5513        1804           1
         199        5520        1708           1
         200        5531        1754           1
         201        5526        1793           2
         202        5531        1580          10
         203        5537        1696           1
         204        5542        1733          21
         205        5549        1703           1
         206        5550        1722           2
         207        5544        1752           1
         208        5551        1585           1
         209        5552        1691           1
         210        5560        1714           1
         211        5574        1723           1
         212        5575        1732           2
         213        5572        1755           2
         214        5576        1770           2
         215        5587        1743           1
         216        5575        1791          11
         217        5599        1777           1
         218        5605        1762           1
         219        5609        1804           2
         220        5616        1779           1
         221        5033        1340           7
         222        5050        1348          17
         223        5020        1365           5
         224        5009        1375           6
         225        5040        1368           1
         226        5052        1374           7
         227        5078        1376          35
         228        5077        1387          24
         229        5050        1386           3
         230        5040        1387           2
         231        5028        1396           7
         232        5031        1405           9
         233        5016        1447          13
         234        5051        1412           8
         235        5049        1427           7
         236        5073        1405           6
         237        5077        1421           3
         238        5062        1434          13
         239        5085        1440          12
         240        5086        1427           5
         241        5095        1419           4
         242        5122        1427           3
         243        5103        1445           3
         244        5109        1447           2
         245        5118        1452           4
         246        5129        1437           2
