          75 1365.42
        1699
0 0
  1             87            -18            643
  2             71            -19            622
  3             81            -11            727
  4             80            -17             50
  5             74            -16            235
  6             75             -9             30
  7             76             -6              5
  8             86            -11             43
  9             85            -19            398
 10             83            -19             81
 11             70            -10             14
 12             48             21            171
 13             23             33            209
 14             35             36             20
 15             38             42             13
 16             22             26             93
 17             51             21             16
 18             30             39              3
 19             30             26            391
 20             29             23             52
 21             27             20            905
 22             36             23             56
 23             28             20            203
 24             45             28             87
 25            -61             38           1004
 26            -54             50            114
 27            -56             36            527
 28            -57             26              4
 29            -61             40             28
 30            -41             39             94
 31            -61             30              8
 32            -45             46            139
 33            -53             62             41
 34            -34             37              7
 35            -47             33            490
 36            -52             61              3
 37            -33             34             75
 38            -35             62             45
 39            -71             45              3
 40            -22            -10            410
 41            -29             -2             44
 42            -29              3            678
 43            -30              3             24
 44            -33            -11             10
 45            -31              1             12
 46            -31            -10            268
 47            -22             -9              7
 48            -25             -4             51
 49            -32            -12            448
 50            -30             -5            459
 51            -34              2              4
 52            -31            -12             20
 53            -31            -10            413
 54            -27              1            671
 55            -30             -8            195
 56            -31             -6             16
 57            -23             -1            683
 58            -21             -3              4
 59            -33              1             43
 60             59            -61             45
 61             73            -52             62
 62             72            -61             14
 63             76            -63             76
 64             59            -63            101
 65             62            -63            846
 66             59            -54            157
 67             70            -55              3
 68             62            -59             13
 69             60            -62            397
 70             56             19             23
 71             47             15             87
 72             49             12              6
 73             58              9              3
 74             51             13              3
 75             57             19            230
