         150 2341.84
        2021
0 0
  1             -1             -4           1066
  2              3              0            841
  3             -1              6             74
  4              3              0            687
  5              6             -3            175
  6             -5             -1            183
  7             -2              0            124
  8              0             -2              4
  9              4              1             81
 10              3             -4             56
 11             -1             -4             29
 12              4             -4             23
 13             -3              1              4
 14             -1              3              9
 15              6              2              7
 16            -19            109            181
 17            -14            115             54
 18            -21            111            884
 19            -19            107            822
 20            -28            114            637
 21            -26            108             59
 22            -27            107            140
 23            -17            109            531
 24            -13            114             58
 25            -25            116             15
 26            -13            111             11
 27            -24            108            185
 28            -13            117            159
 29            -28            115            285
 30            -27            105              4
 31            -15            115             10
 32            -24            104              3
 33            -26            104              4
 34            -13            114             11
 35            -15            117             45
 36            -14              5              4
 37            -30             18            225
 38            -20             23            286
 39            -19             15            262
 40            -13             13              4
 41            -11             17            391
 42            -27             17             54
 43            -33             10            518
 44            -29             13            815
 45            -13             25             25
 46            -16             19             29
 47            -18             26             18
 48            -24              8            588
 49            -31             20             68
 50            -27              9            480
 51            -20             14              5
 52            -17             16             16
 53            -32              4             34
 54            -31             22              5
 55              2           -108              9
 56              1           -122             22
 57            -10           -125            120
 58             -1           -132            152
 59            -13           -111             21
 60            -16           -126             44
 61              2           -127            676
 62            -14           -122             17
 63            -11           -113            764
 64            -84            -43             13
 65            -97            -27              6
 66           -102            -58            718
 67            -88            -43             52
 68              0            -14             11
 69             10            -16             93
 70             -1            -13            398
 71              4             -4             48
 72             10             -5             37
 73              3            -15              3
 74              4             -8              8
 75             13             -7            406
 76             10             -3           1086
 77              9             -4              3
 78            -88             50             52
 79           -105             53             88
 80            -98             51             28
 81           -102             61            686
 82            -93             56             25
 83            -97             51            101
 84           -107             57              4
 85            -30              3             15
 86            -27              5            445
 87            -25             -1              4
 88            -31              2            593
 89            -25              4            327
 90            -30              4             92
 91            -21              1             21
 92            -22              3             12
 93            -26              3             44
 94            -27              6            773
 95            -22              5              4
 96            -30              9             14
 97            -29              0            783
 98            -29              0              3
 99             19              1            500
100              8              6            390
101             15              0             64
102             19              1             90
103             12             -1              8
104             12              6            931
105             14              0            496
106             11              6             19
107              7              7            325
108             14             -2             56
109             11              7             20
110             14              4            338
111             19              7              5
112             30             34             17
113             29             28            222
114             35             26              6
115             24             24              4
116            105             19              8
117            109             35            164
118            125             22             96
119            115              9              6
120            129             14            630
121            121             11              4
122            115             14            115
123            126             15            645
124            134             18            187
125            120             25            260
126             14             62              5
127             24             77              9
128             22             69              9
129             26             76              4
130             28             59             17
131             12             67            167
132             24             60           1026
133             21             77             25
134             20             66            104
135             10             73              7
136              9             65             48
137              4             57            153
138              1             61             30
139              2             67            161
140              0             68              3
141             -8             63             12
142             -7             57              4
143              4             59             55
144            -29            -39             11
145            -23            -43              3
146            -19            -47             14
147            -26            -46            408
148            -22            -48             49
149            -21            -37              4
150            -29            -46              5
